"REMOTE"," STATION","FF","SEN/DIS"," 7-D AFAS UNL","30-D AFAS/RMF UNL","JOINT RR TKT","7-D UNL","30-D UNL","14-D RFM UNL","1-D UNL","14-D UNL","7D-XBUS PASS","TCMC","LIB SPEC SEN","RR UNL NO TRADE","TCMC ANNUAL MC","MR EZPAY EXP","MR EZPAY UNL","PATH 2-T","AIRTRAIN FF","AIRTRAIN 30-D","AIRTRAIN 10-T","AIRTRAIN MTHLY","STUDENTS","                                                                                          "
"R380","GATES AVENUE-BROADWAY         ",12721,520,101,217,0,6982,6445,0,0,0,0,49,0,0,319,11,45,0,36,0,0,0,3430,"                                                                                                                               "
"R381","HALSEY STREET-BROADWAY        ",12232,424,59,130,4,7410,6147,0,0,0,0,27,0,0,325,14,70,0,31,0,0,0,2936,"                                                                                                                               "
"R382","GRANT AVENUE-PITKIN AVENUE    ",17027,634,94,143,8,5699,6683,0,0,0,0,70,0,1,407,44,30,0,41,0,0,0,3663,"                                                                                                                               "
"R383","HUDSON STREET-78TH STREET     ",11445,384,32,52,0,2741,6097,0,0,0,0,93,0,2,308,40,27,0,25,0,0,0,1877,"                                                                                                                               "
"R384","BOYD STREET-88TH STREET       ",7913,265,24,34,1,1852,3158,0,0,0,0,69,0,3,176,48,17,0,18,0,0,0,913,"                                                                                                                               "
"R385","ROCKAWAY BLVD-LIBERTY AVE     ",15113,400,75,161,1,6701,9159,0,0,0,0,87,0,12,422,84,47,0,76,0,0,0,4128,"                                                                                                                               "
"R386","174TH STREET-SOUTHERN BLVD    ",13587,532,130,218,5,10366,5777,0,0,0,0,15,0,1,526,27,32,0,31,0,0,0,4514,"                                                                                                                               "
"R387","EAST TREMONT AVENUE-178 ST    ",14561,478,110,266,1,10673,6693,0,0,0,0,8,0,3,618,24,34,0,52,0,0,0,4618,"                                                                                                                               "
"R388","EAST 180TH ST-MORRIS PARK     ",12097,361,69,159,1,8014,6476,0,0,0,0,24,0,5,418,52,54,0,45,0,0,0,3609,"                                                                                                                               "
"R389","BRONX PARK EAST               ",6025,227,27,80,0,3070,2846,0,0,0,0,36,0,3,171,9,9,0,8,0,0,0,1887,"                                                                                                                               "
"R390","8TH AVENUE-62ND STREET        ",22064,1864,38,1217,17,2476,23296,0,0,0,0,91,0,17,289,93,34,0,47,0,0,0,5349,"                                                                                                                               "
"R391","FORT HAMILTON PARKWAY-62ND    ",15371,695,39,290,19,2361,13538,0,0,0,0,138,0,11,297,123,41,0,14,0,0,0,4143,"                                                                                                                               "
"R392","18TH AVENUE-62ND STREET       ",11103,765,38,436,12,2498,12178,0,0,0,0,43,0,0,208,68,14,0,14,0,0,0,2331,"                                                                                                                               "
"R393","20TH AVENUE-62ND STREET       ",7331,461,33,188,3,1437,8125,0,0,0,0,80,0,0,156,32,32,0,5,0,0,0,6227,"                                                                                                                               "
"R394","BAY PARKWAY-66TH STREET       ",12522,994,50,541,10,3279,15210,0,0,0,0,96,0,0,338,60,33,0,20,0,0,0,2807,"                                                                                                                               "
"R395","KINGS HIGHWAY-WEST 7TH ST     ",9616,859,26,451,1,2264,11054,0,0,0,0,102,0,10,280,60,52,0,12,0,0,0,1901,"                                                                                                                               "
"R396","AVENUE U-WEST 7TH STREET      ",6485,448,22,315,15,1872,9359,0,0,0,0,49,0,4,190,36,12,0,6,0,0,0,2380,"                                                                                                                               "
"R397","86TH STREET-AVENUE V          ",4567,439,29,232,2,1719,4462,0,0,0,0,15,0,5,127,21,0,0,8,0,0,0,1598,"                                                                                                                               "
"R398","NEW UTRECHT AVENUE-62ND ST    ",11843,701,36,454,4,2974,10548,0,0,0,0,66,0,16,184,61,39,0,19,0,0,0,2621,"                                                                                                                               "
"R399","25TH AVENUE-86TH STREET       ",8014,604,17,254,2,1500,9139,0,0,0,0,76,0,9,203,35,12,0,24,0,0,0,3868,"                                                                                                                               "
"R400","BAY 50TH STREET-STILLWELL     ",5410,520,35,193,6,1244,4222,0,0,0,0,27,0,4,159,30,28,0,9,0,0,0,3795,"                                                                                                                               "
"R401","CENTRAL AVE-MYRTLE AVE        ",6749,200,20,47,1,2960,4603,0,0,0,0,1,0,0,161,8,43,0,21,0,0,0,1502,"                                                                                                                               "
"R402","SENECA AVENUE-PALMETTO ST     ",5902,267,25,94,0,2044,3578,0,0,0,0,16,0,7,190,5,18,0,14,0,0,0,1079,"                                                                                                                               "
"R403","FOREST AVENUE-PUTNAM AVENUE   ",9493,343,26,98,1,2448,5896,0,0,0,0,70,0,1,245,25,29,0,20,0,0,0,1544,"                                                                                                                               "
"R404","FRESH POND ROAD-68TH AVENUE   ",14068,437,57,135,6,3367,8015,0,0,0,0,127,0,2,395,41,42,0,72,0,0,0,1911,"                                                                                                                               "
"R405","JACKSON AVENUE-WESTCHESTER    ",12108,503,63,95,0,6920,4279,0,0,0,0,19,0,3,338,25,12,0,30,0,0,0,4505,"                                                                                                                               "
"R406","PROSPECT AVENUE-WESTCHESTER   ",15743,635,155,301,4,9974,6055,0,0,0,0,32,0,8,367,25,23,0,28,0,0,0,6059,"                                                                                                                               "
"R407","INTERVALE 163RD STREET        ",6665,176,36,80,10,4203,2598,0,0,0,0,4,0,0,220,10,6,0,11,0,0,0,2886,"                                                                                                                               "
"R408","SIMPSON ST-WESTCHESTER AVE    ",16375,569,129,296,1,13999,7916,0,0,0,0,33,0,1,564,30,25,0,33,0,0,0,4330,"                                                                                                                               "
"R409","FREEMAN ST-SOUTHERN BLVD      ",10411,354,82,130,3,6067,4545,0,0,0,0,10,0,0,263,13,13,0,37,0,0,0,3589,"                                                                                                                               "
"R411","PARK PLACE-FRANKLIN AVENUE    ",4478,279,28,91,0,2225,3385,0,0,0,0,17,0,5,184,10,29,0,27,0,0,0,1312,"                                                                                                                               "
"R412","BOTANIC GARDEN-FRANKLIN AVE   ",3054,232,36,66,3,1517,2015,0,0,0,0,22,0,0,103,14,8,0,18,0,0,0,5028,"                                                                                                                               "
"R413","KNICKERBOCKER AVE-MYRTLE AV   ",8906,313,20,63,3,3677,4386,0,0,0,0,25,0,0,152,8,33,0,25,0,0,0,2220,"                                                                                                                               "
"R414","HOWARD BEACH-159TH AVE        ",4795,205,9,33,1,2357,2194,0,0,0,0,49,0,5,103,61,17,0,1599,0,0,0,227,"                                                                                                                               "
"R415","BROAD CHANNEL-NOEL ROAD       ",955,46,0,6,1,58,241,0,0,0,0,21,0,0,16,11,5,0,9,0,0,0,107,"                                                                                                                               "
"R416","HOLLAND-BEACH 90TH STREET     ",2868,165,21,57,0,833,921,0,0,0,0,13,0,1,64,3,2,0,27,0,0,0,608,"                                                                                                                               "
"R417","PLAYLAND-BEACH 98TH STREET    ",1070,29,7,5,0,328,490,0,0,0,0,2,0,0,23,1,5,0,3,0,0,0,1270,"                                                                                                                               "
"R418","SEASIDE BEACH-105TH STREET    ",581,38,2,11,1,100,234,0,0,0,0,10,0,0,9,6,6,0,11,0,0,0,339,"                                                                                                                               "
"R419","ROCKAWAY PARK-BEACH 116TH     ",1846,146,42,34,1,508,542,0,0,0,0,15,0,6,24,11,9,0,9,0,0,0,132,"                                                                                                                               "
"R420","DITMAS AVE-MCDONALD AVE       ",11130,686,58,250,6,3149,6844,0,0,0,0,44,0,5,202,73,86,0,23,0,0,0,3304,"                                                                                                                               "
"R421","AVENUE I-MCDONALD AVENUE      ",4622,409,36,168,2,1484,2753,0,0,0,0,67,0,0,97,35,16,0,3,0,0,0,1952,"                                                                                                                               "
"R422","MCDONALD AVE-22ND AVE         ",1349,107,17,118,0,1124,2591,0,0,0,0,15,0,0,45,5,10,0,1,0,0,0,349,"                                                                                                                               "
"R423","AVENUE N-MCDONALD AVENUE      ",7886,433,26,195,0,2109,5140,0,0,0,0,90,0,0,146,105,26,0,33,0,0,0,1464,"                                                                                                                               "
"R424","AVENUE P-MCDONALD AVENUE      ",6997,479,42,155,6,1384,4269,0,0,0,0,66,0,0,145,91,18,0,18,0,0,0,1108,"                                                                                                                               "
"R425","AVENUE U-MCDONALD AVENUE      ",4959,322,36,139,3,1661,3178,0,0,0,0,33,0,2,74,51,4,0,8,0,0,0,787,"                                                                                                                               "
"R426","NEPTUNE AVE-MCDONALD AVENUE   ",3983,686,21,119,4,670,2090,0,0,0,0,36,0,2,111,45,25,0,13,0,0,0,1810,"                                                                                                                               "
"R427","MIDDLETOWN ROAD-WESTCHESTER   ",5532,227,24,48,0,1062,1892,0,0,0,0,80,0,0,105,54,14,0,7,0,0,0,1791,"                                                                                                                               "
"R428","BUHRE AVE-WESTCHESTER AVE     ",8997,421,49,59,3,2556,3859,0,0,0,0,77,0,2,277,92,24,0,39,0,0,0,965,"                                                                                                                               "
"R429","PELHAM BAY PARK-BRUCKNER BL   ",7801,404,105,278,1,5618,7681,0,0,0,0,65,0,9,759,49,5,0,45,0,0,0,1420,"                                                                                                                               "
"R430","PELHAM PKWY-ESPLANADE         ",7373,346,32,55,5,2087,3214,0,0,0,0,52,0,1,463,66,15,0,22,0,0,0,2677,"                                                                                                                               "
"R431","DYRE AVENUE-LIGHT STREET      ",10744,310,40,80,1,4361,3971,0,0,0,0,84,0,2,351,35,19,0,52,0,0,0,1995,"                                                                                                                               "
"R432","CHAUNCEY STREET-ROCKAWAY AV   ",6638,275,36,76,4,4187,3073,0,0,0,0,12,0,0,146,13,12,0,11,0,0,0,1818,"                                                                                                                               "
"R433","ALABAMA AVENUE-FULTON ST      ",3286,132,35,75,1,3763,1941,0,0,0,0,2,0,1,166,3,4,0,22,0,0,0,816,"                                                                                                                               "
"R434","VAN SICLEN AVENUE-FULTON ST   ",7189,260,15,47,4,3552,2498,0,0,0,0,25,0,0,150,0,9,0,8,0,0,0,2197,"                                                                                                                               "
"R435","CLEVELAND STREET-FULTON ST    ",8628,251,37,54,0,3934,2596,0,0,0,0,18,0,0,212,1,12,0,20,0,0,0,2674,"                                                                                                                               "
"R436","NORWOOD AVENUE-FULTON ST      ",9052,349,59,70,0,4105,2628,0,0,0,0,28,0,0,214,33,11,0,19,0,0,0,3289,"                                                                                                                               "
"R437","CRESCENT STREET-FULTON ST     ",12670,529,88,168,0,5841,4948,0,0,0,0,38,0,8,246,21,17,0,32,0,0,0,3278,"                                                                                                                               "
"R438","RALPH AVENUE-FULTON STREET    ",11015,533,107,128,1,6666,4537,0,0,0,0,25,0,1,270,9,30,0,36,0,0,0,3907,"                                                                                                                               "
"R439","ROCKAWAY AVE-HOPKINSON AVE    ",10230,406,125,111,2,6181,5167,0,0,0,0,26,0,1,330,11,15,0,45,0,0,0,4542,"                                                                                                                               "
"R440","LIBERTY AVE-PENNSYLVANIA AV   ",5313,246,53,119,0,3020,2351,0,0,0,0,7,0,2,144,2,7,0,20,0,0,0,1916,"                                                                                                                               "
"R441","VAN SICLEN AVE-PITKIN AVE     ",7354,286,35,71,0,3448,2313,0,0,0,0,8,0,0,153,4,10,0,12,0,0,0,2584,"                                                                                                                               "
"R442","SHEPHERD AVE-PITKIN AVE       ",7641,268,49,42,0,3725,2520,0,0,0,0,7,0,1,191,4,9,0,21,0,0,0,2538,"                                                                                                                               "
"R443","170TH STREET-GRAND CONC.      ",12310,578,116,232,16,9969,6155,0,0,0,0,17,0,3,453,23,29,0,55,0,0,0,3909,"                                                                                                                               "
"R444","238TH ST-WHITE PLAINS ROAD    ",7467,333,84,69,0,3624,2900,0,0,0,0,18,0,2,279,7,9,0,16,0,0,0,2052,"                                                                                                                               "
"R445","138TH STREET-3RD AVE          ",14831,641,162,182,2,10262,7306,0,0,0,0,32,0,11,581,31,26,0,33,0,0,0,3350,"                                                                                                                               "
"R446","BROOK AVENUE-138TH STREET     ",14402,665,84,149,1,9409,5716,0,0,0,0,19,0,5,405,16,40,0,27,0,0,0,3617,"                                                                                                                               "
"R447","CYPRESS AVENUE-138TH STREET   ",8682,270,53,103,0,5802,3215,0,0,0,0,7,0,3,190,23,7,0,20,0,0,0,1804,"                                                                                                                               "
"R448","EAST 143RD ST-SOUTHERN BLVD   ",2250,97,4,28,6,1085,1073,0,0,0,0,10,0,1,20,20,6,0,4,0,0,0,582,"                                                                                                                               "
"R449","EAST 149TH ST-SOUTHERN BLVD   ",8829,443,67,133,0,6758,4112,0,0,0,0,23,0,0,346,5,1,0,19,0,0,0,2740,"                                                                                                                               "
"R450","LONGWOOD AVE-SOUTHERN BLVD    ",7624,291,34,99,2,4776,2998,0,0,0,0,11,0,11,197,12,11,0,15,0,0,0,2495,"                                                                                                                               "
"R451","WINTHROP ST-NOSTRAND AVE      ",14139,673,97,302,20,5722,8423,0,0,0,0,49,0,56,1202,62,74,0,36,0,0,0,4086,"                                                                                                                               "
"R452","72ND STREET & BROADWAY        ",95388,8442,523,1859,113,29095,77139,0,0,0,0,855,0,358,3500,1449,710,0,641,0,0,0,9216,"                                                                                                                               "
"R453","23RD STREET-6TH AVENUE        ",25193,1274,106,302,14,7220,23857,0,0,0,0,244,0,23,1083,327,244,0,168,0,0,0,1280,"                                                                                                                               "
"R454","PROSPECT AVE-4TH AVE          ",2217,121,10,35,0,844,1463,0,0,0,0,0,0,0,22,8,11,0,4,0,0,0,1213,"                                                                                                                               "
"R455","25TH STREET-4TH AVENUE        ",1855,126,11,31,0,852,883,0,0,0,0,1,0,0,20,9,5,0,1,0,0,0,469,"                                                                                                                               "
"R456","HOYT STREET-FULTON STREET     ",4211,214,27,73,16,2324,3986,0,0,0,0,33,0,28,192,48,24,0,11,0,0,0,245,"                                                                                                                               "
"R460","MARCY AVENUE-BROADWAY         ",27231,1022,107,373,15,10806,17089,0,0,0,0,91,0,8,790,179,136,0,185,0,0,0,4197,"                                                                                                                               "
"R461","BROADWAY LAFAYETTE-BLEECKER   ",61606,1688,148,424,89,21654,49702,0,0,0,0,474,0,299,1721,817,519,0,535,0,0,0,3819,"                                                                                                                               "
"R462","CANAL STREET-BROADWAY         ",37672,1480,97,404,27,12973,25533,0,0,0,0,209,0,51,782,338,244,0,255,0,0,0,1462,"                                                                                                                               "
"R463","CANAL ST-LAFAYETTE ST EAST    ",56409,4853,233,2043,115,17047,40298,0,0,0,0,338,0,394,1146,382,284,0,585,0,0,0,2881,"                                                                                                                               "
"R468","RI TRAMWAY (MANHATTAN)        ",4736,502,40,156,2,2711,8058,0,0,0,0,21,0,22,472,73,105,0,44,0,0,0,438,"                                                                                                                               "
"R469","RI TRAMWAY (ROOSEVELT)        ",6548,738,44,150,0,2575,7479,0,0,0,0,32,0,20,477,109,138,0,79,0,0,0,873,"                                                                                                                               "
"R535","AIRTRAIN @ HOWARD BEACH       ",8021,0,0,0,3,0,0,0,0,0,0,25,0,0,0,86,0,0,16719,4543,1331,42,0,"                                                                                                                               "
"R536","AIRTRAIN JAMAICA CENTER 1     ",15209,0,0,0,31,0,0,0,0,0,0,68,0,0,0,227,0,0,33938,12436,4694,1113,0,"                                                                                                                               "
"R540","PA-PATH WORLD TRADE CNTR      ",88500,0,0,0,74,0,0,0,0,0,0,598,0,0,0,0,0,3290,482,0,0,0,0,"                                                                                                                               "
"R541","PA-PATH THIRTY THIRD ST       ",75029,0,0,0,159,0,0,0,0,0,0,523,0,0,0,0,0,6216,392,0,0,0,0,"                                                                                                                               "
"R542","PA-PATH TWENTY THIRD ST       ",15972,0,0,0,5,0,0,0,0,0,0,175,0,0,0,0,0,604,64,0,0,0,0,"                                                                                                                               "
"R543","PA-PATH EXCHANGE PLACE        ",28478,0,0,0,90,0,0,0,0,0,0,214,0,0,0,0,0,982,164,0,0,0,0,"                                                                                                                               "
"R544","PA-PATH HARRISON              ",13955,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,935,35,0,0,0,0,"                                                                                                                               "
"R545","PA-PATH 14TH STREET           ",21072,0,0,0,3,0,0,0,0,0,0,163,0,0,0,0,0,952,95,0,0,0,0,"                                                                                                                               "
"R546","PA-PATH PAVONIA/NEWPORT       ",31335,0,0,0,99,0,0,0,0,0,0,204,0,0,0,0,0,2617,251,0,0,0,0,"                                                                                                                               "
"R547","PA-PATH 9TH STREET            ",11444,0,0,0,5,0,0,0,0,0,0,83,0,0,0,0,0,428,90,0,0,0,0,"                                                                                                                               "
"R548","PA-PATH CHRISTOPHER ST        ",11543,0,0,0,11,0,0,0,0,0,0,91,0,0,0,0,0,219,56,0,0,0,0,"                                                                                                                               "
"R549","PA-PATH NEWARK                ",57061,0,0,0,3,0,0,0,0,0,0,203,0,0,0,0,0,6517,172,0,0,0,0,"                                                                                                                               "
"R550","PA-PATH HOBOKEN               ",63532,0,0,0,17,0,0,0,0,0,0,555,0,0,0,0,0,1669,255,0,0,0,0,"                                                                                                                               "
"R551","PA-PATH GROVE ST              ",31592,0,0,0,11,0,0,0,0,0,0,254,0,0,0,0,0,1513,161,0,0,0,0,"                                                                                                                               "
"R552","PA-PATH JOURNAL SQUARE        ",45396,0,0,0,15,0,0,0,0,0,0,198,0,0,0,0,0,3251,217,0,0,0,0,"                                                                                                                               "
